headword,definition
إِرْسالِيَّة,بعثة
إِرْهاق,إجهاد | إثقال
إِزْمِيل,أَزَامِيلُ
إِسْتَحَالة,تحوّل
إِسْتَحَقَّ,الدَّيْنُ
إِسْتَدْعَى,إستدع
إِسْتَرَقَ,سَرَقَ
إِسْتَشَارَ,إستشر
إِسْتَعَانَ بـ,إستعن
إِسْتَقْرَأَ,يستقري
إِسْتَقْسَمَ بـ,جعله يحلف
إِسْتَنْفَرَ,الجَيْشَ
إِسْتَهَانَ بـ,اِسْتَهِنْ
إِسْتَوْعَبَ,تضمّن | فهم | تضمّن
إِسْتِبَاحَة,تدنيس | إجازة
إِسْتِحْقاق,الدين | أهلية
إِسْتِحْكام,اشتداد | حصن
إِسْتِحْواذ,وسواس
إِسْتِدَانَة,قرض | اقتراض
إِسْتِعَارَة,اقتراض | لغة
إِسْتِعْطاف,استرحام
إِسْتِنَابَة,قضائية
إِسْراف,إفراط | تبذير
إِسْقاط,إيقاع | إطاحة | إغفال | طرح | إسقاط الجنين | إيقاع | إطاحة | إغفال
إِسْم,أَسْمَاء | سمعة
إِسْناد,لغة | تكليف | نسبة | تكليف
إِشَارَة,علامة | ذكر | تلميح | علامة | تلميح
إِشْباع,تشريب
إِشْبِين,أَشَابِينُ
إِشْتَبَهَ,تشابه
إِشْتِباه,التباس
إِشْرَاف,إطلال | مراقبة | دنو | إطلال
إِشْعَار,إخطار
إِصَابَة,جرح | حادثة | حلول | هدف | أَهْدَاف | حادثة
إِصْبَع,اليد | القدم | القدمأَصَابِعُ
إِصْدَار,كتاب | نقود | إرسال | إرسال
إِصْر,حمل | رابطة | إثم | عهد | عقوبة | عقوبةآصَار | رابطةآصَار
إِصْرإثم,آصَار
إِصْرار,إلحاح | عزم | إلحاح
إِصْرحمل,آصَار
إِصْرعهد,آصَار
إِصْطِلاح,مصطلح
إِضَافَة,ملحق | إلحاق | زيادة | إلحاق | زيادة
إِضْبَارَة,أَضَابِيرُ
إِطَار,نطاق | عجلة السيارة | حاشِيَة | وضع
إِطَالَة,إسهاب
إِطْباق,إقفال | الأسنان | إقفال
إِطْفاء,إخماد
إِطْفَائِيّ,إِطْفَائِيَّة
إِطْلاع,على | ظُهُور
إِطْلاق,تحرير | إرسال قذف | إرسال | تحرير
إِطْلال,بروز
إِعَادَة,إرجاع | تكرار
إِعْتاق,تحرير
إِعْتِبَاريّ,اسميّ | أدبي | اسميّ
إِعْتِصام,لجوء | تمسّك | تمسّك
إِعْتِلال,مرض
إِعْجاز,إعجاز القُرْآن
إِعْدام,عقوبة
إِعْراب,تعبير
إِعْطاء,كَشْف
إِعْلان,تلفزيوني | بيان | دعاية | دعاية | إشهار
إِغْتَنَمَ,الفرصة
إِغْراء,حضّ | إغواء | إغواء
إِغْراق,مُبَالَغَة | غمر | السوق | السوق
إِغْرِيقِيّ,الإغريق
إِفَادَة,نفع | شهادة | بيان | شهادة
إِفَاضَة,إسهاب
إِفْتَقَدَ,تَفَقَّدَ | أَضَاعَ | شعر بالحاجة إليه عند غيابه
إِفْتِعال,اختلاق | تزوير | تزوير
إِفْراد,عزل | تخصيص | تخصيص
إِفْراز,فَرْز
إِفْرِيز,أَفَارِيز
إِفْساد,إحباط | إتلاف
إِفْناء,إبادة | استنفاد | إبادة
إِقَامَة,مكوث | تشييد | تشييد
إِقْبال,مجيء | اقتراب
إِقْتِران,زواج | ارتباط
إِقْدام على,جرأة شجاعة
إِقْرار,تثبيت | بيان | إبرام | اعتراف | تثبيت | إثبات | إبرام
إِقْلِيم,أَقَالِيمُ
إِلَخ,إِلَى آخِرِهِ
إِلْتَأَمَ,يلتئم
إِلْتَقَى,إلتق
إِلْزام,تعهد
إِلْف,صديق
إِلْقاء,تلاوة | رمي | تلاوة
إِلٰه,آلِهَة
إِمَام,أَئِمَّة
إِمْبرَاطُور,أباطرة
إِمْتَلَكَ,اقتنى
إِمْدَاد,تزويد | معونة | تزويدإِمْدَادَات | معونةإِمْدَادَات
إِمْرَأَة,نِسْوَة نِسَاء نِسْوَان | مَرْأَة
إِمْضَاء,توقيع | إتمام
إِمْعان,تمادٍ | جدّ | تمادٍ
إِمْكانِيَّة,إِمْكَانِيَّات
إِنَاء,وِعاء | وِعاءآنِيَةأَوَانٍ | الأوانِي
إِنَّمَا,فقط | بل لكن
إِنْبَسَطَ,مَرِحَ
إِنْبَعَثَ,أُرْسِلَ
إِنْبَهَرَ,انقطع نَفَسُه | دُهِشَ
إِنْتَفَضَ,تحرك باضطراب وارتجاف
إِنْتَفَضَ ضد,إِنْتَفَضَ على
إِنْتِصَار,إِنْتِصَارَات
إِنْتِقال,تحول
إِنْتِهاك,تدنيس | خرق | تدنيس
إِنْحِلال,ذوبان | ارتخاء | تفسّخ | ذوبان | تفسّخ
إِنْحِياز,مُحَاباة
إِنْزَال,تخفيض | إنزال إلى يابسة | إيواء | تحميل | إيواء | تحميل | تخفيض
إِنْسَان,إنسان العين | نَاس أُنَاس
إِنْسَكَبَ,اِنْصَبّ
إِنْشاء,تأسيس | تأليف | بناء | تأسيسإنشاءات | تأليفإنشاءات
إِنْطَوَى,انثنى | انقضى
إِنْفَاذ,الحرارة | تطبيق | تطبيق
إِنْفِراج,راحة | انفتاح | تشعب
إِنْهاء,إتمام | وضع حد | إتمام
إِهَاب,جِلْد
إِوَزَّة,إِوَزّ
إِيثار,تفضيل | حب الغير | تفضيل
إِيجَاب,إلزام | إثبات
إِيجَاز,اختصار
إِيذان,علامة | إعلان
إِيراد,استيراد | دخل | ذكر
إِيصاء,أمر | نصح
إِيصَال,نقل
إِيقاظ,تحريك | من نوم | تنبيه | تحريك | تنبيه
إِيقاع,موسيقى | إسقاط | إسقاط
إِيقاف,تعليق | إقامة | منع | اعتقال | إنهاء | إلغاء | تعليق | إقامة | إنهاء | إلغاء
إِيلاء,قسم | تفويض | تفويض
إِيماء,إيماءة
إٔ,جِدَّة
إٛ,أصغر الأبناء
ئةٹ,أَقْبَلَ على
ئج,تَجَسُّس | تلطّخ
ئش,غيتار
ئطٲٍسط,مُنَاهَزَة
ئٓ,مُتَحَالِف
ئٚ,أَجْمَلَ
ئ٣,فاتح الشهية
ئ٤,مَفَاتِنُ
ابن آوى,بنات آوى
ابن خلدون,عالم عربي
ابن رشد,عالم مسلم
ابن سينا,عالم مسلم
ابن عربي,محيي الدين ابن عربي
ابن عِرس,بنات عرس
اةف,بقعة أشد إشراقاً
اتا,أحد حروف الأبجدية الإغريقية
اجْتلَى,تفرق
احتباس حراري,ازدياد درجة الحرارة في العالم
احذية بكعب عالي,حذاء بكعب عالي
اخ,اِعْتِكاف على
اختصار لوحة المفاتيح,اختصارات لوحة المفاتيح
ادمان المسمات,المخدرات
اذن,رُخَص
اردواز,صخر صفائحي
ارض الكنانة,مصر
اروروت,مرنطة
استرنتيوم,عنصر فلزي
استسقاء,مرض
استطلاع الرأي,استطلاع الاراء
استقراء,تفحص
استلاف,قرض | اقتراض
استمزاج,الرأي
استوديو,استوديوهات
استيكر,مُلْصَق
اسفندان,شجر
اسكانر,ماسح ضوئي
اسم إشارة,أَسْمَاء إشارة
اسم الاستفهام,أسماء الاستفهام
اسم مستعار,أسماء مستعارة
اسم نطاق,أسماء نطاقات
اسْتِئْنَاف,متابعة
اشْمَأزَّ من,يشمئز
اصبع العذراء,نبات
اضطراب الأكل,اضطرابات الأكل
اضطراب الشخصية,اضطرابات الشخصية
اط,لطاخة باب | وَسْم
اعطى علامة مدرسيّة,للتلميذ
اغتنام,الفرصة
اغْتالَ,اِغْتَلْ
افتراس,فريسة
اكتتاب,بمال | بأسهم | بأسهم
اكسولوتل,حيوان برمائي
اكي دنيا,شجرة
الأب,الزوج
الأبينيني,سلسلة جبال
الأثْأب,شجر
الأخر,من أسماءُ اللَّه الحُسنى
الأذان,نداء ينادى به للصلاة عند المسلمين
الأرض المحروقة,سياسة الأرض المحروقة
الأرملة السوداء,عنكبوت
الأزهر,جامعة الأزهر
الأفضل,النخبة
الأقصر,مدينة
الأكانثرس,سمك
الألعاب الأولمبية,حدث رياضي عالمي
الألمانية,اللغة الألمانية
الأهرام,جريدة الأهرام
الأول,من أسماءُ اللَّه الحُسنى
الأولمبياد,حدث رياضي عالمي
الأَعْوَر,المصران الأعور
الإخوان,الإخوان المسلمين
الإسماعيلية,مدينة قي مصر
الإعلام,وسائل الإعلام
الإعلان المبوّب,الإعلانات المبوّبة
الإنجليزية,الإنكليزية
البارئ,من أسماءُ اللَّه الحُسنى
الباسط,من أسماءُ اللَّه الحُسنى
الباطن,من أسماءُ اللَّه الحُسنى
الباعث,من أسماءُ اللَّه الحُسنى
الباقي,من أسماءُ اللَّه الحُسنى
البديع,من أسماءُ اللَّه الحُسنى
البر,من أسماءُ اللَّه الحُسنى
البصرة,مدينة عراقية
البصير,من أسماءُ اللَّه الحُسنى
البندقية,فينيسيا
التغذية,أَسْوَاء
التفاضل والتكامل,حساب
التنش,سمك نهري
التهاب مفاصل ريثاني,التهاب المفصل الرثواني
التوأمان,برج التوأمين
التَّحَنِّي,داء الغواص
التَّفْلق,طائر
التَّوَّابُ,من أسماءُ اللَّه الحُسنى
الثالُوث,الثالوث الأقدس
الثريا,عنقود نجمي
الثماني,مجموعة الثماني
الثوب,حَوَاشٍ
الجامع,من أسماءُ اللَّه الحُسنى
الجاوية,اللغة الجاوية
الجبار,من أسماءُ اللَّه الحُسنى
الجبيل,من أكبر المدن الصناعية في السّعوديّة
الجسم المخطط,الأجسام المخططة
الجليل,من أسماءُ اللَّه الحُسنى
الجهير الأوَّل,صوت
الحافريات,ثدييات ذوات حوافر
الحال,الحاضر
الحبر الأعظم,البابا
الحرف النطعي,الحروف النطعية
الحسين بن طلال,ملك الأُرْدُن
الحضر,مدينة عربية تاريخية في العراق
الحفيظ,من أسماءُ اللَّه الحُسنى
الحكم,من أسماءُ اللَّه الحُسنى
الحكيم,من أسماءُ اللَّه الحُسنى
الحلأ البسيط,الهربس البسيط
الحليم,من أسماءُ اللَّه الحُسنى
الحمراء,قصر
الحميد,من أسماءُ اللَّه الحُسنى
الحنفي,المذهب الحنفي
الحي,من أسماءُ اللَّه الحُسنى
الحياة,صحيفة عربيّة
الحَسِيب,من أسماءُ اللَّه الحُسنى
الخافض,من أسماءُ اللَّه الحُسنى
الخالق,من أسماءُ اللَّه الحُسنى
الخبازية,فصيلة
الخبازيَّات,فصيلة
الخبير,من أسماءُ اللَّه الحُسنى
الخشبية,آلة نقر موسيقية
الدالاي لاما,الزعيم الروحي للتبت
الدانمارك,الدنمارك
الدراجة,مَقَاوِد
الدم,مُصُول
الدمام,عاصمة المنطقه الشرقية في السّعوديّة
الدوحة,عاصمة قطر
الدودة السلكية,الديدان السلكية
الدودة الممسودة,الديدان الممسودة
الدّجاجة,كوكبة
الذكرى المئوية,الذكريات المئوية
الذهب الكاذب,بيريت معدن أصفر
الرأس حبليات,تحت شعبة
الرؤوف,من أسماءُ اللَّه الحُسنى
الرافع,من أسماءُ اللَّه الحُسنى
الرشيد,من أسماءُ اللَّه الحُسنى
الرقيب,من أسماءُ اللَّه الحُسنى
الرياض,عاصمة المملكة العربية السعودية
الرَّحِيم,أسماءُ اللَّه الحُسنى
الرَّسُول,رَسُول الله
الزاعجة المصرية,بعوض
الزقزاق الشامي,طائر مائيّ
الساحل الشرقي,الولايات المتحدة
الساحل الغربي,الولايات المتحدة
السد العالي,سد في مصر
السلام,من أسماءُ اللَّه الحُسنى
السلام عليك يا مريم,صلاة مسيحية
السميع,من أسماءُ اللَّه الحُسنى
السيد,فارس اسباني
السَوَاد,الأكثرية
السُّبَد المصري,طائر
السّواديّة,طائر
السَّاعَة,الآن
الشارقة,إمارة ومدينة
الشجر,أَوْرَاق
الشره,النهم
الشكور,من أسماءُ اللَّه الحُسنى
الشهيد,من أسماءُ اللَّه الحُسنى
الشيء نفسه,الأشياء نفسها
الصبور,من أسماءُ اللَّه الحُسنى
الصداع العنقودي,أحد أشكال الشقيقة
الصمد,من أسماءُ اللَّه الحُسنى
الصومال,صومال
الضار,من أسماءُ اللَّه الحُسنى
الطائر الطنان,الطيور الطنانة
الطائف,مدينة سعودية
الظاهر,من أسماءُ اللَّه الحُسنى
الظهران,السّعُودِيَّة
العبرة في الخواتيم,العبرة بالخواتيم
العدل,من أسماءُ اللَّه الحُسنى
العذراء,كوكبة | مريم العذراء | كوكبة
العزيز,من أسماءُ اللَّه الحُسنى
العظيم,من أسماءُ اللَّه الحُسنى
العفو,من أسماءُ اللَّه الحُسنى
العقاب النساري,طائر
العقدة اللمفية,العقد اللمفية
العلى,من أسماءُ اللَّه الحُسنى
العليم,من أسماءُ اللَّه الحُسنى
العمل,أَصْحَاب صَحْب صِحَاب
العواء,كوكبة
العين,أَجْفَان جُفُون
العينين,حُول
العُزّى,آلهة العرب في الجاهلية
الغائب,ضمير الغائب
