headword,definition
acroterion,statue or ornament placed on the top and basal angles of a pediment
acroterium,statue or ornament placed on the top and basal angles of a pediment
acrotic,affecting the surface
acrylate,salt or ester of acrylic acid
acrylic,containing acrylic acid
acrylonitrile,liquid unsaturated nitrile chemical compound used in the manufacturing of plastics
act,action deed operation | a part of a play | to do to operate | to do | to operateB
act up,to misbehave
actable,can be acted
Actaeon,hunter who was transformed into a stag by Artemis (in Greek Mythology)
actant,smo or smth that acts
ACTH,adrenocorticotropic hormone
actinal,radial
acting,temporarily assuming the duties; functioning | performing before an audience | performing before an audience
actinia,actiniae
actinian,actinians
Actinidia,small Asiatic vine
actinium,radioactive element (Ac)
actinobiology,the study of the effects of radiation on living organisms
actinolite,green mineral
actinology,the study of actinism
actinometer,instrument for measuring electromagnetic radiation
Actinomycetales,filamentous bacteria
actinomycete,bacteria of the order Actinomycetales
actinomycin,type of antibiotic drug
actinotherapy,radiation therapy
action,a legal action a lawsuit | the process of doing something an activity
action in rem,a lawsuit directed toward property
action potential,nerve impulse potential
Actium,Battle of Actium naval battle that was part of The Final war of the Roman Republic (31 BC)
activatable,can be activated
activation analysis,method of analyzing the constituents of a sample of matter by making the sample artificially radioactive
actor,a partaker in a process or action | smo who acts in the theater or in films
actress,a woman who acts in the theater or in films
actual,real existing; current
actuality,reality
actualization,actualisation
actualize,to realize to fulfill | to realize | to fulfillB
actually,as a matter of fact
actuarial,relating to actuary's work
actuarially,in relation to actuary's work
actuary,expert in calculating insurance premiums | expert in calculating insurance premiumsB
actuate,to activate; to motivate
actuation,activation propulsion | activation | propulsion
acture,action
acturience,a desire of action
actus,Roman measure of land
acuate,sharp | to sharpen | sharp
acuation,sharpening
acuition,sharpening
acuity,sharpness (of vision hearing etc.); acuteness quick and penetrating intelligence
Acular,ketorolac tromethamine nonsteroidal anti-inflammatory drug
aculeatum,stinging
aculeatus,stinging
aculeus,sting; pointed process (of plant or insect)
acumen,having a good ability to judge discernment
acuminate,to become sharp or acute to taper | pointed having a sharp tip
acute,sharp; shrewd; serious severe
acute-angled,having acute angles
acutely,in an acute manner
acyanotic,lacking blue appearance lacking cyanosis
acyclic,not cyclic
acyclically,in a acyclic manner
acyclovir,an antiviral drug | an antiviral drugQ
acyl,acyl group
acylation,adding acyl group into a compound
acylglycerol,glyceride ester of glycerol and fatty acids
Ad Dammam,capital of the Eastern Province in Saudi Arabia
ad hoc,for one specific purpose | for a specific case or purpose lit. 'to this'
ad hominem,an argument directed at personal considerations or emotions
ad infinitum,forever lit. 'to infinity'
ad libitum,ad lib spontaneously | ad lib | spontaneously
ad nauseam,to the point of nausea; extensively
ad valorem,in proportion to the goods' value (of levied tax)
ad valorem tax,tax levied in proportion to the goods' value
ad vitam,for life (Latin)
ad-lib,spontaneously without much preparation | improvised | to improvise
adact,to compel
Adad,Babylonian god of storm | ancient Babylonian god | ancient Babylonian god
adage,a maxim a proverb
adagio,composition played in adagio tempo | slowly | slow
Adam Smith,Scottish economist and philosopher (1723-1790)
adamancy,obstinacy stubbornness
adamant,hard rock resembling diamond | inexorable stuborn | hard rock resembling diamondB |
adamantean,of adamant very hard | of adamant | very hard
adamantine,hard; unyielding | inexorable
Adamic,relating to Adam
Adamite,descendant of Adam human
Adana,city in southern Turkey
adance,while dancing
Adansonia,type of tropical tree having an very thick trunk
adaptative,adaptive
adaptometer,instrument for measuring of ocular dark adaptation
Adar,the sixth month of the Hebrew calendar
Adatis,cotton cloth of India
adaw,to awaken | to daunt
adaxial,bordering the axis of an organ
ADC,analog to digital converter
ADD,attention deficit disorder
add,to make an addition
add-on,an added component
addax,the screwhorn antelope (Addax nasomaculatus)
Addax nasomaculatus,the screwhorn antelope
addendum,supplement addition
adder,smo or smth that adds | small venomous snake (Vipera berus) or similar snakes | smo or smth that addsB |
adder fly,dragonfly
addibility,the quality of being addible
addible,can be added
addict,cause to become dependent (esp. on a narcotic drug) | smo who is physiologically dependent on a substance
addictedness,addiction
addiction,an abnormally strong craving | a state of being physiologically dependent on a substance | an abnormally strong craving |
addictive,causing addiction | causing addiction |
Addis Ababa,capital city of Ethiopia
addisonism,addisonian syndrome
additament,an addition
addle,to become rotten (of an egg) | to confuse to mix up | to become rotten (of an egg)B | to confuse | to mix upB |
addle-pate,foolish person
addle-pated,stupid and confused
addlebrained,stupid and confused | confused disorganized | confused | disorganized
addlepated,stupid and confused
addorsed,set back-to-back
address,to direct | a lecture | to speak formally to | put an address on | formal speech | details of a location | put an address onB | K | details of a locationB |
addressability,the quality of being addressable
addressable,can be addressed
addressograph,an addressing machine
adducent,drawing toward an axis or the body midline
adductive,adducting
adductor,adductor muscle
ade,fruit drink
adeem,to revoke
ADEFCJHF,'DADEFC
Adelaide,capital of South Australia
Adelie,medium-sized penguins found in Antarctica
adelphia,brotherhood (from Greek)
adempt,taken away
Adena,ancient Native American culture (existed from 1000 BC to 200 BC)
adenitis,inflammation of a gland
adeno-,glandular relating to glands | glandular | relating to glands
adenoacanthoma,type of malignant neoplasm
adenocarcinoma,glandular carcinoma
adenohypophysis,the anterior pituitary gland
adenoid,resembling a gland
adenoids,the pharyngeal tonsils | the pharyngeal tonsilsB |
adenoma,benign glandular tumor
adenomatosis,development of glandular overgrowths
adenose,of a gland; full of glands
adeptness,deftness
adequateness,adequacy
adfected,affected
adfiliated,affiliated
ADH,antidiuretic hormone
adhamant,clinging
ADHD,attention deficit hyperactivity disorder
adherer,a follower a faithful supporter | a follower | a faithful supporter
adhesive,sticky gluey | glue substance used to attach objects together
adhocracy,the antonym of bureaucracy organization that has no structure
adhort,to exhort; to advice
adiabatic,occurring without heat loss or gain
adiaphora,matters not essential to faith
adiaphoristic,related to matters indifferent to moral or faith
adiaphory,indifference
adieu,goodbye
Adige,river in northern Italy
adight,to arrange to order; to array
adios,goodbye
adipic,fatty derived from fatty substances
adipocere,grave wax
adipocyte,fat cell (found in connective tissues)
adipoma,fatty tumor
adipose cell,fat cell (found in connective tissues)
adiposeness,fattiness
adiposity,fattiness
adipsy,the lack of sense of thirst
adit,horizontal passage into mine
adjacence,contiguity adjacency | contiguity | adjacency
adjacent,near close; contiguous having a common boundry | neighbouring
adject,to annex to join | to annex | to join
adjection,smth that is added | act of adding
adjourn,to end (a meeting) | to close (a session) to retire; to postpone
adjournment,termination of a meeting | postponing delaying
adjudication,judgment of court | judgment of court |
adjudicator,smo who settles disputes an arbitrator
adjudicatory,relating to adjudicating
adjunct,smth added appendix; an assistant
adjuration,an appeal a supplication; an oath
adjust,to tune to regulate; to become used to adapt
adjustable peg,regimen of exchange rate adjustment
adjustable spanner,adjustablewrench
adjusted,adapted
adjuster,adjustor
adjustive,adaptive
adjuvant,auxiliary enhancing (of a treatment)
Adler,Alfred Adler Austrian psychologist (1870-1937)
adman,an advertising agent
admanan advertising agent,admen
admin,administration
administer,to deal out (a punishment) | to dispense (a midicine) | to manage to direct
administering,dealing out (a punishment) | managing directing
administrable,manageable
administrator,administratrix
admiralship,admiralty
admiralty,admiralship
admissible,can be admitted
admit,to allow in | to permit | to acknowledge to confess
admit defeat,to give up to be defeated
admittance,the reciprocal of the impedance | right to enter admission
admix,to mix
admonishing,expressing reproach warning | expressing reproach | warning |
admonitory,admonishing warning
adnexa,adjoining parts to an organ
Adolf Eichmann,high-ranking Nazi official during World War II (1906-1962)
Adolf Hitler,leader of the Nazi party and German dictator between 1933 and 1945 (1889-1945)
adopted,taken by choice accepted
adopting,choosing and following (e.g. a policy)
adornation,adornment
adposition,preposition part of speech that introduces a prepositional phrase
adrenal,adrenal gland
adrenal cortex,cortex of the adrenal gland
adrenalin,adrenaline
adrenolytic,inhibiting the adrenaline activity
Adriatic,the Adriatic Sea
adroit,skillful
adroitness,deftness skillfulness | deftness | skillfulness
adscititious,additional
adscript,bound to a tract of land (of a person)
ADSL,asymmetric digital subscriber line
adsorb,to accumulate on the surface (of liquid or gas)
adsorbent,adsorbing
adulate,to flatter
adulation,flattery exaggerated praise | flattery | exaggerated praiseM
adulator,a flatterer
adulterate,impure not genuine | to dilute to corrupt to make impure (e.g. a drink)
