headword,pos,definition,examples,synonyms
acidic,adjective,being or containing an acid [adj.all] | being sour to the taste [adj.all],of a solution having an excess of hydrogen atoms (having a pH of less than 7),"acid, acidulent, acidulous"
acidimetric,adjective,involving or related to acidimetry [adj.pert],,
acidophilic,adjective,especially of some bacteria [adj.all],growing well in an acid medium,"acidophilous, aciduric"
acidophilous,adjective,especially of some bacteria [adj.all],growing well in an acid medium,"acidophilic, aciduric"
acidotic,adjective,having or being characterized by acidosis [adj.pert],,
acidulent,adjective,being sour to the taste [adj.all],,"acidic, acid, acidulous"
acidulous,adjective,being sour to the taste [adj.all],,"acidic, acid, acidulent"
aciduric,adjective,especially of some bacteria [adj.all],growing well in an acid medium,"acidophilic, acidophilous"
acinar,adjective,pertaining to one of the small sacs (as in a compound gland) [adj.pert] | pertaining to the individual parts making up an aggregate fruit like a blackberry [adj.pert],,"acinous, acinose, acinic"
acinic,adjective,pertaining to one of the small sacs (as in a compound gland) [adj.pert],,"acinar, acinous, acinose"
acinose,adjective,pertaining to one of the small sacs (as in a compound gland) [adj.pert],,"acinar, acinous, acinic"
acinous,adjective,pertaining to one of the small sacs (as in a compound gland) [adj.pert],,"acinar, acinose, acinic"
acknowledgeable,adjective,capable of being acknowledged [adj.all],,
acknowledged,adjective,recognized or made known or admitted [adj.all] | generally accepted [adj.all],"the acknowledged leader of the community | a woman of acknowledged accomplishments | his acknowledged error | ""the acknowledged leader of the community"" | ""a woman of acknowledged accomplishments""",
acned,adjective,(of complexion) blemished by imperfections of the skin [adj.all],,"pimpled, pimply, pustulate"
acneiform,adjective,resembling acne [adj.pert],,
acold,adjective,of persons [adj.all],"Poor Tom's acold | feeling cold | ""Poor Tom's acold""- Shakespeare",
acorn-shaped,adjective,shaped like an acorn [adj.all],,
acoustic,adjective,of or relating to the science of acoustics [adj.pert],"acoustic properties of a hall | ""acoustic properties of a hall""",acoustical
acoustical,adjective,of or relating to the science of acoustics [adj.pert],"acoustic properties of a hall | ""acoustic properties of a hall""",acoustic
acquainted,adjective,having fair knowledge of [adj.all],"they were acquainted | fully acquainted with the facts | ""they were acquainted"" | ""fully acquainted with the facts""",acquainted(p)
acquiescent,adjective,willing to carry out the orders or wishes of another without protest [adj.all],"too acquiescent to challenge authority | ""too acquiescent to challenge authority""",biddable
acquirable,adjective,capable of being acquired [adj.all],,
acquired,adjective,gotten through environmental forces [adj.all],"acquired characteristics (such as a suntan or a broken nose) cannot be passed on | ""acquired characteristics (such as a suntan or a broken nose) cannot be passed on""",
acquisitive,adjective,eager to acquire and possess things especially material possessions or ideas [adj.all],"an acquisitive mind | an acquisitive society in which the craving for material things seems never satisfied | ""an acquisitive mind"" | ""an acquisitive society in which the craving for material things seems never satisfied""",
acquitted,adjective,declared not guilty of a specific offense or crime [adj.all],"he stands acquitted on all charges | the jury found him not guilty by reason of insanity | legally blameless | ""he stands acquitted on all charges"" | ""the jury found him not guilty by reason of insanity""",not guilty
acrid,adjective,strong and sharp [adj.all],"the pungent taste of radishes | the acrid smell of burning rubber | ""the pungent taste of radishes"" | ""the acrid smell of burning rubber""",pungent
acrimonious,adjective,marked by strong resentment or cynicism [adj.all],"an acrimonious dispute | bitter about the divorce | ""an acrimonious dispute"" | ""bitter about the divorce""",bitter
acritical,adjective,without a crisis (as of some diseases) [adj.all],,
acrobatic,adjective,vigorously active [adj.all],"an acrobatic dance | an athletic child | athletic playing | gymnastic exercises | ""an acrobatic dance""","athletic, gymnastic"
acrocarpous,adjective,(of mosses) having the archegonia at the top of the stem [adj.all],,
acrocentric,adjective,having a subterminal centromere [adj.pert],"an acrocentric chromosome | ""an acrocentric chromosome""",
acrogenic,adjective,pertaining to flowerless plants (ferns or mosses) in which growth occurs only at the tip of the main stem [adj.pert],,acrogenous
acrogenous,adjective,pertaining to flowerless plants (ferns or mosses) in which growth occurs only at the tip of the main stem [adj.pert],,acrogenic
acromegalic,adjective,marked or affected by enlargement or hypertrophy of the extremities or the face [adj.all],"a protruding acromegalic jaw | ""a protruding acromegalic jaw""",
acronymic,adjective,characterized by the use of acronyms [adj.pert],,acronymous
acronymous,adjective,characterized by the use of acronyms [adj.pert],,acronymic
acropetal,adjective,of leaves or flowers [adj.all],developing or opening in succession from base to apex,
acrophobic,adjective,suffering from acrophobia [adj.all],abnormally afraid of high places,
acroscopic,adjective,facing or on the side toward the apex [adj.all],,
actable,adjective,capable of being acted [adj.all],"an actable scene | suitable for the stage | ""an actable scene""",
actinal,adjective,(of radiate organisms) located on the surface or end on which the mouth is situated [adj.all],,
acting,adjective,serving temporarily especially as a substitute [adj.all],"the acting president | ""the acting president""",acting(a)
actinic,adjective,relating to or exhibiting actinism [adj.pert],,
actinoid,adjective,having a radial form [adj.all],"starfish are actinoid--that is, they are radially symmetrical | ""starfish are actinoid--that is, they are radially symmetrical""",
actinometric,adjective,of or related to actinometry [adj.pert],,actinometrical
actinometrical,adjective,of or related to actinometry [adj.pert],,actinometric
actinomorphic,adjective,capable of division into symmetrical halves by any longitudinal plane passing through the axis [adj.all],,actinomorphous
actinomorphous,adjective,capable of division into symmetrical halves by any longitudinal plane passing through the axis [adj.all],,actinomorphic
actinomycetal,adjective,of or belonging to the actinomycetes [adj.pert],,actinomycetous
actinomycetous,adjective,of or belonging to the actinomycetes [adj.pert],,actinomycetal
actinomycotic,adjective,of or related to actinomycosis infection [adj.pert],,
actionable,adjective,affording grounds for legal action [adj.all],"slander is an actionable offense | ""slander is an actionable offense""",
activated,adjective,(of sewage) treated with aeration and bacteria to aid decomposition [adj.all] | (of e.g. a molecule) made reactive or more reactive [adj.all] | rendered active [adj.all] | (military) set up and placed on active assignment [adj.all],"e.g. rendered radioactive or luminescent or photosensitive or conductive | a newly activated unit | ""a newly activated unit""",excited
activating,adjective,causing motion or action or change [adj.all],,"activating(a), actuating(a)"
active,adjective,"tending to become more severe or wider in scope [adj.all] | engaged in or ready for military or naval operations [adj.all] | disposed to take action or effectuate change [adj.all] | taking part in an activity [adj.all] | characterized by energetic activity [adj.all] | exerting influence or producing a change or effect [adj.all] | full of activity or engaged in continuous activity [adj.all] | in operation [adj.all] | (of the sun) characterized by an increased occurrence of sunspots and flares and radio emissions [adj.all] | expressing that the subject of the sentence has the semantic function of actor: ""Hemingway favors active constructions"" [adj.all] | (used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being [adj.all] | (of e.g. volcanos) capable of erupting [adj.all] | (of e.g. volcanos) erupting or liable to erupt [adj.all] | engaged in full-time work [adj.all]","active tuberculosis | ""active tuberculosis"" | on active duty | the platoon is combat-ready | review the fighting forces","combat-ready, fighting(a), participating, alive(p), dynamic"
