direction,headword,definition
en,acockbill,ready to let go
en,acologic,relating to the study of remedies relating to acology
en,acology,the study of remedies pharmacology
en,acolothist,acolyte altar boy
en,acolyte,an assistant or follower | an altar boy smo who assists a priest by performing ceremonial duties (e.g. lighting altar candles)
en,acolythist,acolyte altar boy
en,Aconcagua,highest mountain in the western hemisphere located in the Andes of Argentina (6 962 meters) | highest mountain in the western hemisphere | located in the Andes of Argentina (6 | 962 meters)
en,aconite,type of poisonous plant
en,aconitum,aconite type of poisonous plant
en,acopic,restorative
en,acorea,absence of the pupil
en,acoria,lack of the sensation of satiety
en,acorn,fruit of the oak tree
en,acosmism,denial of the existence of an external world or of the universe as distinct from God
en,acotyledonous,having no seed lobes
en,acoustical,acoustic
en,acousticophobia,abnormal fear of sounds
en,acoustoelectric,relating to electroacoustics
en,acquaintance,a person one is acquainted with or knows slightly | familiarity knowledge about smo or smth | familiarity | knowledge about smo or smth$M
en,acquaintanceship,acquaintance
en,acquaintant,acquaintance
en,acquest,acquisition
en,acquiesce,to agree or express agreement
en,acquiescence,acceptance without protest
en,acquiescently,submissively
en,acquiet,to quiet
en,acquire,to get to gain to buy to learn
en,acquiry,acquirement
en,acquisite,acquired
en,acquit,to pronounce not guilty of criminal charges
en,acquit oneself,to behave in a certain manner
en,acquitted,acquitted
en,acral,of the limbs
en,acrania,disorder characterized by absence of the cranium
en,acrasia,excess self-indulgent | excess | self-indulgent
en,acrasy,excess self-indulgent | excess | self-indulgent
en,Acre,port city in north Israel
en,acre-foot,quantity of water that covers an acre to a depth of a foot
en,acridid,type of grasshopper
en,acridness,acridity
en,acrimonious,bitter marked by resentment | bitter | marked by resentmentY
en,acrita,protozoa lowest groups of animals lacking nervous system
en,acritude,pungency combined with heat
en,acrity,sharpness
en,acro-,extremity; summit
en,acroamatic,oral communicated orally
en,acroanesthesia,anesthesia of the extremities | anesthesia of the extremitiesacroanaesthesia
en,acroatic,oral communicated orally
en,acrobatics,gymnastic moves of an acrobat | gymnastic moves of an acrobatB
en,acrocephalic,relating to acrocephaly
en,acrocephaly,congenital disorder characterized by malformations of the skull and the extremities
en,acrocyanosis,bluish discoloration of the extremities skin
en,acrodermatitis,acral dermatitis
en,acrodermatosis,any skin disease of the limbs
en,acrodynia,pain in the extremities
en,acroesthesia,increased sensitivity in the extremities
en,acrogen,any flowerless plant
en,acrogenic,relating to flowerless plants
en,acrogenous,relating to flowerless plants
en,acrognosia,sensory perception of the limbs and their position
en,acrohypothermy,abnormal coldness of the extremities
en,acrokeratosis,growth of horny skin layer on the fingers and toes
en,acrolith,statue with stone head hands and feet and trunk of made of wood (Greek sculpture)
en,acromastitis,inflammation of the nipple
en,acromegalic,relating to acromegaly
en,acromicria,abnormally small extremities | abnormally small extremitiesacromikria
en,acromion,acromia
en,acronyc,rising at sunset and setting at sunrise (of a star)
en,acronymic,characterized by using acronyms of an acronym
en,acronymous,characterized by using acronyms of an acronym
en,acropachy,clubbing of the fingers
en,acropachyderma,thickening of the skin over the face and limbs
en,acroparalysis,paralysis of the limbs
en,acropathy,disease of the limbs
en,acropetal,developing or opening upward
en,acrophobia,abnormal fear of heights
en,acrophobic,suffering from acrophobia
en,Acropolis,citadel in Athens | citadel in AthensA
en,across,transversely crosswise | on the other side of; throughout | on the other side of; throughout
en,across-the-board,broad extensive
en,acroterion,statue or ornament placed on the top and basal angles of a pediment
en,acroterium,statue or ornament placed on the top and basal angles of a pediment
en,acrotic,affecting the surface
en,acrylate,salt or ester of acrylic acid
en,acrylic,containing acrylic acid
en,acrylonitrile,liquid unsaturated nitrile chemical compound used in the manufacturing of plastics
en,act,action deed operation | a part of a play | to do to operate | to do | to operateB
en,act up,to misbehave
en,actable,can be acted
en,Actaeon,hunter who was transformed into a stag by Artemis (in Greek Mythology)
en,actant,smo or smth that acts
en,ACTH,adrenocorticotropic hormone
en,actinal,radial
en,acting,temporarily assuming the duties; functioning | performing before an audience | performing before an audience
en,actinia,actiniae
en,actinian,actinians
en,Actinidia,small Asiatic vine
en,actinium,radioactive element (Ac)
en,actinobiology,the study of the effects of radiation on living organisms
en,actinolite,green mineral
en,actinology,the study of actinism
en,actinometer,instrument for measuring electromagnetic radiation
en,Actinomycetales,filamentous bacteria
en,actinomycete,bacteria of the order Actinomycetales
en,actinomycin,type of antibiotic drug
en,actinotherapy,radiation therapy
en,action,a legal action a lawsuit | the process of doing something an activity
en,action in rem,a lawsuit directed toward property
en,action potential,nerve impulse potential
en,Actium,Battle of Actium naval battle that was part of The Final war of the Roman Republic (31 BC)
en,activatable,can be activated
en,activation analysis,method of analyzing the constituents of a sample of matter by making the sample artificially radioactive
en,actor,a partaker in a process or action | smo who acts in the theater or in films
en,actress,a woman who acts in the theater or in films
en,actual,real existing; current
en,actuality,reality
en,actualization,actualisation
en,actualize,to realize to fulfill | to realize | to fulfillB
en,actually,as a matter of fact
en,actuarial,relating to actuary's work
en,actuarially,in relation to actuary's work
en,actuary,expert in calculating insurance premiums | expert in calculating insurance premiumsB
en,actuate,to activate; to motivate
en,actuation,activation propulsion | activation | propulsion
en,acture,action
en,acturience,a desire of action
en,actus,Roman measure of land
en,acuate,sharp | to sharpen | sharp
en,acuation,sharpening
en,acuition,sharpening
en,acuity,sharpness (of vision hearing etc.); acuteness quick and penetrating intelligence
en,Acular,ketorolac tromethamine nonsteroidal anti-inflammatory drug
en,aculeatum,stinging
en,aculeatus,stinging
en,aculeus,sting; pointed process (of plant or insect)
en,acumen,having a good ability to judge discernment
en,acuminate,to become sharp or acute to taper | pointed having a sharp tip
en,acute,sharp; shrewd; serious severe
en,acute-angled,having acute angles
en,acutely,in an acute manner
en,acyanotic,lacking blue appearance lacking cyanosis
en,acyclic,not cyclic
en,acyclically,in a acyclic manner
en,acyclovir,an antiviral drug | an antiviral drugQ
en,acyl,acyl group
en,acylation,adding acyl group into a compound
en,acylglycerol,glyceride ester of glycerol and fatty acids
en,Ad Dammam,capital of the Eastern Province in Saudi Arabia
en,ad hoc,for one specific purpose | for a specific case or purpose lit. 'to this'
en,ad hominem,an argument directed at personal considerations or emotions
en,ad infinitum,forever lit. 'to infinity'
en,ad libitum,ad lib spontaneously | ad lib | spontaneously
en,ad nauseam,to the point of nausea; extensively
en,ad valorem,in proportion to the goods' value (of levied tax)
en,ad valorem tax,tax levied in proportion to the goods' value
en,ad vitam,for life (Latin)
en,ad-lib,spontaneously without much preparation | improvised | to improvise
en,adact,to compel
en,Adad,Babylonian god of storm | ancient Babylonian god | ancient Babylonian god
en,adage,a maxim a proverb
en,adagio,composition played in adagio tempo | slowly | slow
en,Adam Smith,Scottish economist and philosopher (1723-1790)
en,adamancy,obstinacy stubbornness
en,adamant,hard rock resembling diamond | inexorable stuborn | hard rock resembling diamondB |
en,adamantean,of adamant very hard | of adamant | very hard
en,adamantine,hard; unyielding | inexorable
en,Adamic,relating to Adam
en,Adamite,descendant of Adam human
en,Adana,city in southern Turkey
en,adance,while dancing
en,Adansonia,type of tropical tree having an very thick trunk
en,adaptative,adaptive
en,adaptometer,instrument for measuring of ocular dark adaptation
en,Adar,the sixth month of the Hebrew calendar
en,Adatis,cotton cloth of India
en,adaw,to awaken | to daunt
en,adaxial,bordering the axis of an organ
en,ADC,analog to digital converter
en,ADD,attention deficit disorder
en,add,to make an addition
en,add-on,an added component
en,addax,the screwhorn antelope (Addax nasomaculatus)
en,Addax nasomaculatus,the screwhorn antelope
en,addendum,supplement addition
en,adder,smo or smth that adds | small venomous snake (Vipera berus) or similar snakes | smo or smth that addsB |
en,adder fly,dragonfly
en,addibility,the quality of being addible
en,addible,can be added
en,addict,cause to become dependent (esp. on a narcotic drug) | smo who is physiologically dependent on a substance
en,addictedness,addiction
en,addiction,an abnormally strong craving | a state of being physiologically dependent on a substance | an abnormally strong craving |
en,addictive,causing addiction | causing addiction |
en,Addis Ababa,capital city of Ethiopia
en,addisonism,addisonian syndrome
en,additament,an addition
en,addle,to become rotten (of an egg) | to confuse to mix up | to become rotten (of an egg)B | to confuse | to mix upB |
en,addle-pate,foolish person
en,addle-pated,stupid and confused
en,addlebrained,stupid and confused | confused disorganized | confused | disorganized
en,addlepated,stupid and confused
en,addorsed,set back-to-back
en,address,to direct | a lecture | to speak formally to | put an address on | formal speech | details of a location | put an address onB | K | details of a locationB |
en,addressability,the quality of being addressable
en,addressable,can be addressed
en,addressograph,an addressing machine
en,adducent,drawing toward an axis or the body midline
en,adductive,adducting
en,adductor,adductor muscle
en,ade,fruit drink
en,adeem,to revoke
en,ADEFCJHF,'DADEFC
en,Adelaide,capital of South Australia
en,Adelie,medium-sized penguins found in Antarctica
en,adelphia,brotherhood (from Greek)
en,adempt,taken away
en,Adena,ancient Native American culture (existed from 1000 BC to 200 BC)
en,adenitis,inflammation of a gland
en,adeno-,glandular relating to glands | glandular | relating to glands
en,adenoacanthoma,type of malignant neoplasm
en,adenocarcinoma,glandular carcinoma
en,adenohypophysis,the anterior pituitary gland
en,adenoid,resembling a gland
en,adenoids,the pharyngeal tonsils | the pharyngeal tonsilsB |
en,adenoma,benign glandular tumor
en,adenomatosis,development of glandular overgrowths
en,adenose,of a gland; full of glands
en,adeptness,deftness
en,adequateness,adequacy
en,adfected,affected
en,adfiliated,affiliated
en,ADH,antidiuretic hormone
en,adhamant,clinging
en,ADHD,attention deficit hyperactivity disorder
en,adherer,a follower a faithful supporter | a follower | a faithful supporter
en,adhesive,sticky gluey | glue substance used to attach objects together
en,adhocracy,the antonym of bureaucracy organization that has no structure
en,adhort,to exhort; to advice
en,adiabatic,occurring without heat loss or gain
en,adiaphora,matters not essential to faith
en,adiaphoristic,related to matters indifferent to moral or faith
