Source,Headword,Definition
A Concise English- Arabic,ambiguous,صِفَة : غامض . ملتبس
A Concise English- Arabic,ambrosial,صِفَة : لَذِيذ
A Concise English- Arabic,ambulance,اسْم : سيارة أو طائرة إسعاف
A Concise English- Arabic,ambulancesIambulant,صِفَة : مُتَنَقِّل . سَيَّار
A Concise English- Arabic,ambulatory,صِفَة : مُتَجَوِّل . سَيَّار
A Concise English- Arabic,ambuscade,اسْم : كمينٌ فِعْل : يكمن لِـ
A Concise English- Arabic,ambushingambushes;amebic,صِفَة : أَمِيبيّ
A Concise English- Arabic,ameliorate,فِعْل : يُحسِّن أو يتحسّن
A Concise English- Arabic,amendable,صِفَة : قابلٌ لِلتَّنْقِيح
A Concise English- Arabic,amendment,اسْم : تعديل . تحسين . تنقيح
A Concise English- Arabic,amendmentsEamends,اسْم : تعويض . ترضية
A Concise English- Arabic,amenitiesZamerce,فِعْل : يغرِّم . يعاقب
A Concise English- Arabic,amethystsGamiable,صِفَة : أنيس . لطيف . ودّيّ
A Concise English- Arabic,amidships,حال : في وسط السفينة أو نحو وَسَطها
A Concise English- Arabic,ammunition,اسْم : ذخيرة حربيّة
A Concise English- Arabic,amorphous,صِفَة : غير مُتَبَلْوِر
A Concise English- Arabic,amountingamountsEamour,اسْم : علاقة غراميّة
A Concise English- Arabic,amphibian,صِفَة : برمائيّ اسْم : البَرْمائي وهو كل حيوان يستطيع العيش في الماء وعلى اليابسة . الطائرة البرمائية
A Concise English- Arabic,amphibious,صِفَة : برمائيّ
A Concise English- Arabic,amphipoda,جَمْع : مُزْدَوِجاتُ الأَرْجُل وهي منَ القِشْرِيَّات
A Concise English- Arabic,amplified,صِفَة : مُكَبَّر في الكهرباء . مُضَخَّم في الكهرباء
A Concise English- Arabic,amplitudesGamply,حال : بسَعَة . بوفرة . بإسهاب
A Concise English- Arabic,amusement,اسْم : لهو . تَسْلِيَة
A Concise English- Arabic,amusements@amusing,حال : مُسلٍّ . مضْحك
A Concise English- Arabic,anacondasOanaemia,اسْم : الأنيمية . فقر الدم
A Concise English- Arabic,anal canal,القناة الشرَجيّة
A Concise English- Arabic,analgesia,اسْم : فَقْد الألم أو عدم الشعور به
A Concise English- Arabic,analgesic,اسْم وصِفَة : مُسَكِّن . مُفْقِدٌ للألم
A Concise English- Arabic,analogical,صِفَة : قِيَاسِيّ
A Concise English- Arabic,analogous,صِفَة : مُشابه . متشابه
A Concise English- Arabic,analogiesJanalysis,اسْم : تحليل . إعراب
A Concise English- Arabic,analytical,صِفَة : تَحْلِيلِيّ . إِعْرابيّ
A Concise English- Arabic,analyzable,صِفَة : قابلٌ لِلتَّحْلِيل
A Concise English- Arabic,analyzinganalyzes=analyzed,صِفَة : مُحَلَّل
A Concise English- Arabic,anarchism,اسْم : الفَوْضَوِيَّة
A Concise English- Arabic,anarchist,اسْم وصِفَة : فوضوي
A Concise English- Arabic,anarchiesnanathema,اسْم : لعنة . الحِرم الكنسي . المحروم أو الملعون كنسياً
A Concise English- Arabic,anathemasxanathematize,فِعْل : يَحْرِم كنسيا . يلعن
A Concise English- Arabic,anatomical,صِفَة : تشريحيّ . متعلق بالتشريح
A Concise English- Arabic,anatomist,اسْم : العالم بالتشريح . المشرِّح
A Concise English- Arabic,anatomiesOancestor,اسْم : سَلَفٌ . جدّ أعلى
A Concise English- Arabic,ancestral,صِفَة : سَلَفِيّ . ذو علاقة بالأسلاف
A Concise English- Arabic,ancestriesÓanchor,اسْم : مِرْساة . المُعْتَمَد . المَلاذ فِعْل : يُرْسي السفينةَ . ترسو السفينة
A Concise English- Arabic,anchorages9anchored,صِفَة : راسٍ
A Concise English- Arabic,anchoritesaanchovy,اسْم : البَلَم . سمك صغير يُسَمَّى الآنشوفة
A Concise English- Arabic,anchoviesancient,صِفَة : قديم . عتيق اسْم : شيخ عجوز
A Concise English- Arabic,anciently,حال : قديماً . في الزمن الغابر
A Concise English- Arabic,ancillary,صِفَة : مُسَاعِد . مُلْحَق . إِضَافِيّ . تَبَعِيّ . تابع . تَبيع
A Concise English- Arabic,and so on,وهلمَّ جرّاً
A Concise English- Arabic,androgyne,صِفَة : خُنْثَى
A Concise English- Arabic,anecdotesJanemia,اسْم : الأنِيمِيّة . فَقْر الدم
A Concise English- Arabic,anemometer,اسْم : مِقْياسُ شِدَّةِ الرِّيح
A Concise English- Arabic,anesthesia,اسْم : الخُدار . فقدان الحسّ
A Concise English- Arabic,anesthetic,صِفَة : مخدِّر اسْم : عقار مخدِّر أو مسكِّن
A Concise English- Arabic,angelical,صِفَة : مَلائِكِيّ
A Concise English- Arabic,angleworm,اسْم : الخُرْطُون . دودة الأرض
A Concise English- Arabic,anglewormsCAnglican,اسْم وصِفَة : انجليكاني
A Concise English- Arabic,anglophile,اسْم : المُحِبّ لإنكلترة أو للإنكليز
A Concise English- Arabic,Anglophobe,اسْم : المُبغِض لإنكلترة أو للإنكليز
A Concise English- Arabic,animalism,اسْم : الحيوانية . البهيمية
A Concise English- Arabic,animatinganimatesIanimated,صِفَة : حيّ . مفعم بالحيويّة
A Concise English- Arabic,animating,صِفَة : مُنَشِّط . مُنْعِش
A Concise English- Arabic,animation,اسْم : إحياء . إنعاش . حيوية
A Concise English- Arabic,animosity,اسْم : حِقد . عِداء
A Concise English- Arabic,annealinganneals@Annelida,جَمْع : حَلَقِيَّات
A Concise English- Arabic,annexation,اسْم : إلحاق . ضمّ . ملحَق
A Concise English- Arabic,annihilate,فِعْل : يُبطِل . يمحق . يُبيد
A Concise English- Arabic,announcer,اسْم : مُذِيع
A Concise English- Arabic,announcers`annoy,فِعْل : يُزعِج . يضايق . يُغضب
A Concise English- Arabic,annoyance,اسْم : إزعاج . انزعاج . مصدر إزعاج
A Concise English- Arabic,annoyances±annoyed,صِفَة : مُنْزَعِج . مُتَضَايِق . مُتَكَدِّر . ساخِط . مُسْتاء . مُمْتَعِض . مُتَضَجِّر . ضَجِر . مُتَبَرِّم . بَرِم . ضَيِّقُ الخُلُق
A Concise English- Arabic,annuities_annul,فِعْل : يلغي . يُبطل . يفسخ
A Concise English- Arabic,annullingannulsOannular,صِفَة : حَلْقِيّ أي على شكل حَلْقَة
A Concise English- Arabic,annulling,صِفَة : مُلْغ . مُبْطِل . فاسِخ . ناسِخ
A Concise English- Arabic,anointinganoints=anointed,صِفَة : مَمْسُوح
A Concise English- Arabic,anomalous,صِفَة : شاذّ . غير سوِيّ
A Concise English- Arabic,anomaliesJanon,حال : حالاً . قريباً . في وقت آخر
A Concise English- Arabic,anonymous,صِفَة : غير مُسمّى . مجهول . غُفْل من الاسم . مجهول المصدر
A Concise English- Arabic,anopheles,اسْم : بعوضة الملاريا
A Concise English- Arabic,antagonism,اسْم : خصومة . عِداء . تنافر
A Concise English- Arabic,antagonist,اسْم : خَصْم . عدوّ
A Concise English- Arabic,antagonize,فِعْل : يخاصم . يثير العداوة
A Concise English- Arabic,antarctic,صِفَة : متعلقق بالقطب الجنوبي
A Concise English- Arabic,anteatersAantebrachial,صِفَة : ساعِدِيّ
A Concise English- Arabic,antecedent,صِفَة : سابق . سالف . متقدّم اسْم : السابقة وهي حادثة أو حالة سابقة
A Concise English- Arabic,antelopesBantemeridian,صِفَة : صَبَاحِيّ
A Concise English- Arabic,antenatal,صِفَة : جَنِينِيّ
A Concise English- Arabic,anteroomsSanthelmintic,صِفَة : طارِدٌ لِدِيدانِ الأَمْعاء
A Concise English- Arabic,anthology,اسْم : مقتطفات أدبية مختارة
A Concise English- Arabic,anthracite,اسْم : فَحْمُ الأَنْتراسيت
A Concise English- Arabic,anthropoid,صِفَة : شبيهٌ بالانسان اسْم : قِرْد شبيهٌ بالانسان
A Concise English- Arabic,antibiotic,صِفَة : مُرْدٍ . مضادّ للجراثيم اسْم : مُرْدٍ . مضادّ للجراثيم . مُضادٌّ حَيَوِيّ
A Concise English- Arabic,antibodiesantic,صِفَة : غريب اسْم : مهرِّج
A Concise English- Arabic,anticipate,فِعْل : يسبق . يُحْبط بعملٍ مسبَّق . يعجّل حدوث أمر . يتوقّع
A Concise English- Arabic,antidotal,صِفَة : مُضادٌّ لِلسِّمّ
A Concise English- Arabic,antimonic,صِفَة : إِثْمِدِيّ . كُحْليّ
A Concise English- Arabic,antimoniesantipathetic,صِفَة : مُنَفِّر . مُتَنَافِر . ثَقِيلُ الدَّمِ أو الظِّلِّ أو الرُّوح . سَمِج
A Concise English- Arabic,antipathy,اسْم : كراهية . تَعارُض
A Concise English- Arabic,antiquary,اسْم : الجامعُ أو الدارس للأشياء الأثرية
A Concise English- Arabic,antiquated,صِفَة : مهجور . عتيق الزّي
A Concise English- Arabic,antiquity,اسْم : العصور القديمة . عِتَق . قِدَم . أثر قديم
A Concise English- Arabic,antiseptic,اسْم وصِفَة : مُطهِّر . مانع للعفونة
A Concise English- Arabic,antisocial,صِفَة : غَيْرُ اجْتِمَاعِيّ
A Concise English- Arabic,antithesis,اسْم : تضادّ . نَقيض . طِباق في البلاغة
A Concise English- Arabic,antitoxin,اسْم : الأنتيتُكْسين وهو جسمٌ مضادّ يتكوَّن في الجسد نتيجة لحقنه بمادة سُميّة . مصل ضدّ سموم أحد الأمراض مثل الدفتيريا
A Concise English- Arabic,anxietiesIanxious,صِفَة : قلِق . متلهّف . توّاق
A Concise English- Arabic,anxiously,حال : بقَلَق . بتَلَهُّف
A Concise English- Arabic,apart from,فَضْلاً عَنْ
A Concise English- Arabic,apartment,اسْم : غرفة . شقّة للسكَن
A Concise English- Arabic,apertures@apex,اسْم : قمة . رأس
A Concise English- Arabic,aphorismsXaphrodisiac,صِفَة : مُثِيرٌ لِلشَّهْوَةِ الجنْسِيَّة
A Concise English- Arabic,apocopated,صِفَة : مُرَخَّم
A Concise English- Arabic,apocryphal,صِفَة : مشكوك في صحته أو نسبته
A Concise English- Arabic,apologetic,صِفَة : اعتذاري . تبريري
A Concise English- Arabic,apologize,فِعْل : يعتذر
A Concise English- Arabic,apologizefor@apologize to,يَسْتَصْفِح . يَسْتَغْفِر . يَسْتَعْفِي
A Concise English- Arabic,apologizeVapologue,اسْم : خرافةٌ أخلاقيّة المغْزَى
A Concise English- Arabic,apologuesQapology,اسْم : دفاع . اعتذار عن خطأ
A Concise English- Arabic,apoplexiesZapostasy,اسْم : الرِّدة . ارتداد عن العقيدة
A Concise English- Arabic,apostasiesRapostate,اسْم وصِفَة : مُرْتَدّ عن عقيدة أو دين
A Concise English- Arabic,apostolic,صِفَة : رَسوليّ . بابويّ
A Concise English- Arabic,apostolicdelegateHapostolical,صِفَة : رَسوليّ . بابويّ
A Concise English- Arabic,apostrophe,اسْم : الفاصلة العليا التي تفيد الحذف أو الاضافة أو الجمع . مُنَاجَاة
A Concise English- Arabic,apothecary,اسْم : الصيدليّ . صيدليّة
A Concise English- Arabic,apotheosis,اسْم : تَألِيه . تمجيد
A Concise English- Arabic,apotheoses,فِعْل : يُرْعِب . يروِّع
A Concise English- Arabic,appallingappalls^appall,فِعْل : يُرْعِب . يروِّع
A Concise English- Arabic,appallingappallsXappalled,صِفَة : خائِف . مُتَخَوِّف . هَلِع . هَلُوع
A Concise English- Arabic,appalling,صِفَة : مُرْعِب . مُروِّع
A Concise English- Arabic,apparently,حال : ظاهِرِيًّا . الظَّاهِرُ أَنَّ . فِي الظَّاهِر . فِي ظاهِرِ الأَمْر
A Concise English- Arabic,apparition,اسْم : شبَحٌ . ظهور
A Concise English- Arabic,appealable,صِفَة : قابِلٌ لِلاسْتِئْناف
A Concise English- Arabic,appealing,صِفَة : جَذَّاب . جاذِب . مُعْجب
A Concise English- Arabic,appear to,يَعِنّ
A Concise English- Arabic,appearance,اسْم : ظهور . مثول أمام القضاء . هيئة . مظهر خارجي
A Concise English- Arabic,appearing,صِفَة : ظاهِر . ظاهِرِيّ . ماثِل
A Concise English- Arabic,appeasable,صِفَة : قابلٌ لِلتَّهْدِئَة
A Concise English- Arabic,appeasingappeases,صِفَة : مُلَطَّف . مُخَفَّف . مُشَبَّع . مُشْبَع
